name,frame,card_type,monster_type,level,attribute,cardmarket,tcgplayer,word_count
Nemleria Dream Defender - Oreiller,effect,Effect Monster,Beast,10,LIGHT,0.10,0.13,91
Nemleria Dream Devourer - Reveil,effect,Effect Monster,Beast,10,DARK,0.11,0.12,85
Nemuriko,normal,Normal Monster,Spellcaster,3,DARK,0.47,0.05,14
Neo Aqua Madoor,normal,Normal Monster,Spellcaster,6,WATER,0.23,0.23,20
Neo Blue-Eyes Ultimate Dragon,fusion,Fusion Monster,Dragon,12,LIGHT,3.13,3.83,106
Neo Bug,normal,Normal Monster,Insect,4,EARTH,0.16,0.08,14
Neo Flamvell Garuda,effect,Effect Monster,Pyro,3,FIRE,0.13,0.06,23
Neo Flamvell Hedgehog,effect,Tuner Monster,Pyro,3,FIRE,0.19,0.08,53
Neo Flamvell Lady,effect,Effect Monster,Pyro,4,FIRE,0.05,0.09,78
Neo Flamvell Origin,effect,Tuner Monster,Pyro,2,FIRE,0.09,0.08,31
Neo Flamvell Sabre,effect,Effect Monster,Pyro,4,FIRE,0.08,0.09,32
Neo Flamvell Shaman,effect,Effect Monster,Pyro,3,FIRE,0.11,0.07,54
Neo Galaxy-Eyes Cipher Dragon,xyz,XYZ Monster,Dragon,9,LIGHT,0.51,0.49,89
Neo Galaxy-Eyes Photon Dragon,xyz,XYZ Monster,Dragon,8,LIGHT,6.31,4.86,73
Neo Kaiser Glider,effect,Effect Monster,Dragon,6,LIGHT,0.15,0.22,59
Neo Space Connector,effect,Effect Monster,Warrior,4,LIGHT,0.10,0.27,63
Neo Space Pathfinder,effect,Effect Monster,Warrior,4,LIGHT,1.42,0.96,21
Neo Super Quantal Mech King Blaster Magna,link,Link Monster,Machine,L3,LIGHT,0.09,0.17,111
Neo the Magic Swordsman,normal,Normal Monster,Spellcaster,4,LIGHT,0.12,0.25,17
"Neo-Parshath, the Sky Paladin",effect,Effect Monster,Fairy,7,LIGHT,0.05,0.11,66
Neo-Spacian Air Hummingbird,effect,Effect Monster,Winged Beast,3,WIND,0.34,0.67,15
Neo-Spacian Aqua Dolphin,effect,Effect Monster,Warrior,3,WATER,0.14,0.19,53
Neo-Spacian Dark Panther,effect,Effect Monster,Beast,3,DARK,1.17,1.39,35
Neo-Spacian Flare Scarab,effect,Effect Monster,Insect,3,FIRE,0.26,0.31,9
Neo-Spacian Glow Moss,effect,Effect Monster,Plant,3,LIGHT,0.07,0.24,56
Neo-Spacian Grand Mole,effect,Effect Monster,Rock,3,EARTH,0.22,0.39,27
Neo-Spacian Marine Dolphin,fusion,Fusion Monster,Warrior,4,WATER,0.92,0.53,66
Neo-Spacian Twinkle Moss,fusion,Fusion Monster,Plant,4,LIGHT,0.13,0.47,68
Neos Wiseman,effect,Effect Monster,Spellcaster,10,LIGHT,9.16,13.94,83
"Nephilabyss, the Ogdoadic Overlord",effect,Effect Monster,Reptile,10,DARK,0.17,0.13,89
"Nephthys, the Sacred Flame",link,Link Monster,Winged Beast,L3,FIRE,4.52,6.73,83
"Nephthys, the Sacred Preserver",link,Link Monster,Winged Beast,L2,FIRE,0.44,0.43,89
"Neptabyss, the Atlantean Prince",effect,Effect Monster,Sea Serpent,1,WATER,1.97,1.06,75
Nettles,effect,Tuner Monster,Plant,2,EARTH,0.13,0.33,17
Newdoria,effect,Effect Monster,Fiend,4,DARK,0.16,0.29,21
Ni-Ni the Mirror Mikanko,effect,Effect Monster,Spellcaster,3,WATER,0.00,0.24,96
"Nibiru, the Primal Being",effect,Effect Monster,Rock,11,LIGHT,1.96,1.11,83
"Nidhogg, Generaider Boss of Ice",effect,Effect Monster,Wyrm,9,WATER,0.92,1.36,55
Night Assailant,effect,Flip Effect Monster,Fiend,3,DARK,0.32,0.33,38
Night Dragolich,effect,Effect Monster,Wyrm,4,DARK,0.47,0.29,39
Night Express Knight,effect,Effect Monster,Machine,10,EARTH,0.16,0.32,21
Night Lizard,normal,Normal Monster,Aqua,4,WATER,0.00,0.00,12
Night Papilloperative,xyz,XYZ Monster,Warrior,4,DARK,0.15,0.21,32
Night Sword Serpent,effect,Effect Monster,Reptile,4,WATER,0.10,0.11,39
Night Wing Sorceress,effect,Effect Monster,Spellcaster,3,WIND,0.08,0.16,11
Night's End Sorcerer,effect,Tuner Monster,Spellcaster,2,DARK,0.06,0.19,19
Nightmare Apprentice,effect,Effect Monster,Illusion,6,DARK,0.00,0.00,73
Nightmare Horse,effect,Effect Monster,Zombie,2,DARK,0.52,0.64,22
Nightmare Magician,effect,Effect Monster,Illusion,7,DARK,0.00,5.00,57
Nightmare Penguin,effect,Effect Monster,Aqua,4,WATER,0.18,0.35,27
Nightmare Scorpion,normal,Normal Monster,Insect,3,EARTH,0.00,0.00,15
Nightmell the Dark Bonder,effect,Effect Monster,Psychic,4,WIND,0.02,0.02,72
Nikitama,effect,Spirit Monster,Fairy,4,LIGHT,0.38,0.67,81
Nimble Angler,effect,Effect Monster,Fish,2,WATER,0.36,0.15,32
Nimble Beaver,effect,Effect Monster,Beast,2,WATER,0.29,0.46,22
Nimble Manta,effect,Effect Monster,Fish,2,WATER,0.14,0.25,27
Nimble Momonga,effect,Effect Monster,Beast,2,EARTH,0.16,0.12,33
Nimble Musasabi,effect,Effect Monster,Beast,2,EARTH,0.18,0.61,51
Nimble Sunfish,effect,Effect Monster,Fish,2,WATER,4.29,9.80,33
Nin-Ken Dog,normal,Normal Monster,Beast-Warrior,4,WIND,0.49,0.13,21
"Ninaruru, the Magistus Glass Goddess",xyz,XYZ Monster,Rock,4,EARTH,0.14,0.19,98
Nine-Lives Cat,xyz,XYZ Monster,Zombie,9,EARTH,0.04,0.07,61
Nine-Tailed Fox,effect,Effect Monster,Zombie,6,FIRE,0.02,0.04,75
Ningirsu the World Chalice Warrior,link,Link Monster,Warrior,L3,EARTH,1.51,0.76,75
Ninja Grandmaster Hanzo,effect,Effect Monster,Warrior,4,DARK,0.12,0.21,43
Ninja Grandmaster Saizo,link,Link Monster,Warrior,L2,LIGHT,0.61,0.76,55
Ninja Grandmaster Sasuke,effect,Effect Monster,Warrior,4,LIGHT,0.32,0.83,19
Nirvana High Paladin,synchro_pendulum,Synchro Pendulum Effect Monster,Spellcaster,10,DARK,0.12,0.15,153
Nitro Synchron,effect,Tuner Monster,Machine,2,FIRE,0.14,0.32,20
Nitro Warrior,synchro,Synchro Monster,Warrior,7,FIRE,0.29,1.52,82
Niwatori,normal,Normal Monster,Winged Beast,3,EARTH,0.39,0.10,9
Noble Knight Artorigus,normal,Normal Monster,Warrior,4,LIGHT,0.40,0.48,51
Noble Knight Bedwyr,effect,Effect Monster,Warrior,4,LIGHT,0.74,0.92,67
Noble Knight Borz,effect,Effect Monster,Warrior,4,LIGHT,0.05,0.08,88
Noble Knight Brothers,effect,Effect Monster,Warrior,4,LIGHT,0.16,0.20,78
Noble Knight Custennin,effect,Effect Monster,Warrior,4,LIGHT,0.04,0.04,108
Noble Knight Drystan,effect,Effect Monster,Warrior,4,LIGHT,0.11,0.16,62
Noble Knight Eachtar,effect,Effect Monster,Warrior,5,DARK,0.04,0.13,65
Noble Knight Gawayn,effect,Effect Monster,Warrior,4,LIGHT,0.49,0.54,19
Noble Knight Gwalchavad,effect,Effect Monster,Warrior,4,LIGHT,0.32,0.37,73
Noble Knight Iyvanne,effect,Effect Monster,Warrior,4,LIGHT,0.15,0.19,73
Noble Knight Joan,effect,Effect Monster,Warrior,4,LIGHT,0.07,0.09,66
Noble Knight Medraut,effect,Effect Monster,Warrior,4,LIGHT,0.21,0.30,79
Noble Knight Pellinore,effect,Effect Monster,Warrior,4,LIGHT,0.10,0.10,49
Noble Knight Peredur,effect,Effect Monster,Warrior,4,LIGHT,0.32,0.36,51
Noble Knight's Shield-Bearer,effect,Effect Monster,Warrior,4,LIGHT,0.44,0.58,61
Noble Knight's Spearholder,effect,Effect Monster,Warrior,2,LIGHT,0.13,0.12,63
Nobledragon Magician,effect_pendulum,Pendulum Tuner Effect Monster,Spellcaster,3,FIRE,0.05,0.12,97
Nobleman-Eater Bug,effect,Flip Effect Monster,Insect,5,EARTH,0.09,0.48,7
Noctovision Dragon,effect,Effect Monster,Dragon,7,DARK,0.17,0.19,103
Noh-P.U.N.K. Deer Note,effect,Effect Monster,Warrior,5,EARTH,0.33,0.26,81
Noh-P.U.N.K. Foxy Tune,effect,Effect Monster,Beast,8,LIGHT,5.89,3.91,90
Noh-P.U.N.K. Ogre Dance,effect,Effect Monster,Fiend,8,DARK,0.74,0.49,89
Noh-P.U.N.K. Ze Amin,effect,Tuner Monster,Psychic,3,EARTH,0.23,0.22,52
Noisy Gnat,effect,Effect Monster,Insect,2,EARTH,0.03,0.05,29
Nomadic Force,effect,Effect Monster,Warrior,4,WIND,0.19,0.16,33
Nopenguin,effect,Effect Monster,Aqua,3,WATER,0.46,0.66,53
Nordic Beast Gullinbursti,effect,Tuner Monster,Beast,3,LIGHT,0.14,0.24,66
Nordic Smith Ivaldi,effect,Effect Monster,Warrior,4,EARTH,0.18,0.23,51
Norito the Moral Leader,xyz,XYZ Monster,Spellcaster,6,LIGHT,0.17,0.21,34
Noritoshi in Darkest Rainment,link,Link Monster,Spellcaster,L5,DARK,200.00,0.00,27
Nova Summoner,effect,Effect Monster,Fairy,4,LIGHT,0.24,0.80,46
"Novox, the Voiceless Voice Disciple",effect,Effect Monster,Fairy,1,LIGHT,0.00,0.00,104
Nowru Aries the Vernal Dragon,effect,Effect Monster,Dragon,7,WIND,0.05,0.05,81
Nubian Guard,effect,Effect Monster,Warrior,2,FIRE,0.17,0.18,27
Number 1: Infection Buzzking,xyz,XYZ Monster,Fiend,8,DARK,17.83,7.61,106
Number 1: Numeron Gate Ekam,xyz,XYZ Monster,Machine,1,LIGHT,0.23,0.22,47
Number 10: Illumiknight,xyz,XYZ Monster,Warrior,4,LIGHT,0.02,0.24,32
Number 100: Numeron Dragon,xyz,XYZ Monster,Dragon,1,LIGHT,0.44,0.11,112
Number 101: Silent Honor ARK,xyz,XYZ Monster,Aqua,4,WATER,0.24,0.40,71
Number 102: Star Seraph Sentry,xyz,XYZ Monster,Fairy,4,LIGHT,0.56,0.47,63
Number 104: Masquerade,xyz,XYZ Monster,Spellcaster,4,LIGHT,1.33,0.56,54
Number 105: Battlin' Boxer Star Cestus,xyz,XYZ Monster,Warrior,4,FIRE,0.08,0.06,66
Number 106: Giant Hand,xyz,XYZ Monster,Rock,4,EARTH,0.65,0.51,61
Number 107: Galaxy-Eyes Tachyon Dragon,xyz,XYZ Monster,Dragon,8,LIGHT,0.79,0.81,87
Number 11: Big Eye,xyz,XYZ Monster,Spellcaster,7,DARK,6.79,6.49,37
Number 12: Crimson Shadow Armor Ninja,xyz,XYZ Monster,Warrior,5,EARTH,0.46,1.59,36
Number 13: Embodiment of Crime,xyz,XYZ Monster,Fiend,1,DARK,2.10,1.51,91
Number 14: Greedy Sarameya,xyz,XYZ Monster,Beast,5,DARK,0.34,0.30,68
Number 15: Gimmick Puppet Giant Grinder,xyz,XYZ Monster,Machine,8,DARK,0.21,0.20,51
Number 16: Shock Master,xyz,XYZ Monster,Fairy,4,LIGHT,2.77,1.20,51
Number 17: Leviathan Dragon,xyz,XYZ Monster,Dragon,3,WATER,1.11,0.54,34
Number 18: Heraldry Patriarch,xyz,XYZ Monster,Psychic,4,LIGHT,0.31,0.40,98
Number 19: Freezadon,xyz,XYZ Monster,Dinosaur,5,WATER,1.09,0.63,38
Number 2: Ninja Shadow Mosquito,xyz,XYZ Monster,Insect,2,WIND,0.84,0.35,90
Number 2: Numeron Gate Dve,xyz,XYZ Monster,Machine,1,LIGHT,0.18,0.19,47
Number 20: Giga-Brilliant,xyz,XYZ Monster,Insect,3,LIGHT,1.25,0.23,25
Number 21: Frozen Lady Justice,xyz,XYZ Monster,Aqua,6,WATER,1.21,0.61,78
Number 22: Zombiestein,xyz,XYZ Monster,Zombie,8,DARK,0.50,0.29,74
"Number 23: Lancelot, Dark Knight of the Underworld",xyz,XYZ Monster,Zombie,8,DARK,19.48,5.44,63
Number 25: Force Focus,xyz,XYZ Monster,Machine,6,LIGHT,0.25,0.99,46
Number 26: Spaceway Octobypass,xyz,XYZ Monster,Psychic,3,LIGHT,0.67,0.35,81
Number 27: Dreadnought Dreadnoid,xyz,XYZ Monster,Machine,4,WATER,0.26,0.43,97
Number 28: Titanic Moth,xyz,XYZ Monster,Insect,7,FIRE,0.15,0.25,62
Number 29: Mannequin Cat,xyz,XYZ Monster,Beast,2,LIGHT,0.26,0.27,89
Number 3: Cicada King,xyz,XYZ Monster,Insect,3,WIND,0.44,1.07,83
Number 3: Numeron Gate Trini,xyz,XYZ Monster,Machine,1,LIGHT,0.19,0.19,47
Number 30: Acid Golem of Destruction,xyz,XYZ Monster,Rock,3,WATER,1.52,0.50,35
Number 31: Embodiment of Punishment,xyz,XYZ Monster,Fiend,1,DARK,2.42,1.65,91
Number 32: Shark Drake,xyz,XYZ Monster,Sea Serpent,4,WATER,0.53,0.84,71
Number 33: Chronomaly Machu Mech,xyz,XYZ Monster,Machine,5,LIGHT,11.00,14.05,53
Number 34: Terror-Byte,xyz,XYZ Monster,Machine,3,DARK,0.22,0.23,37
Number 35: Ravenous Tarantula,xyz,XYZ Monster,Insect,10,DARK,13.33,5.59,70
Number 36: Chronomaly Chateau Huyuk,xyz,XYZ Monster,Machine,4,LIGHT,0.35,0.24,65
Number 37: Hope Woven Dragon Spider Shark,xyz,XYZ Monster,Sea Serpent,4,WATER,4.61,2.64,80
Number 38: Hope Harbinger Dragon Titanic Galaxy,xyz,XYZ Monster,Dragon,8,LIGHT,3.16,3.21,98
Number 39: Utopia,xyz,XYZ Monster,Warrior,4,LIGHT,0.10,0.20,37
Number 39: Utopia Beyond,xyz,XYZ Monster,Warrior,6,LIGHT,0.56,0.53,69
Number 39: Utopia Double,xyz,XYZ Monster,Warrior,4,LIGHT,7.94,8.57,91
Number 39: Utopia Rising,xyz,XYZ Monster,Warrior,4,LIGHT,2.10,0.19,86
Number 39: Utopia Roots,xyz,XYZ Monster,Warrior,1,LIGHT,0.33,0.63,42
Number 4: Numeron Gate Catvari,xyz,XYZ Monster,Machine,1,LIGHT,0.16,0.18,47
Number 4: Stealth Kragen,xyz,XYZ Monster,Aqua,4,WATER,1.34,0.77,98
Number 40: Gimmick Puppet of Strings,xyz,XYZ Monster,Machine,8,DARK,0.16,0.26,71
Number 41: Bagooska the Terribly Tired Tapir,xyz,XYZ Monster,Fiend,4,EARTH,0.26,0.27,80
Number 42: Galaxy Tomahawk,xyz,XYZ Monster,Machine,7,WIND,0.27,0.32,48
Number 43: Manipulator of Souls,xyz,XYZ Monster,Fiend,2,DARK,0.17,0.21,87
Number 44: Sky Pegasus,xyz,XYZ Monster,Beast,4,LIGHT,2.61,1.26,36
Number 45: Crumble Logos the Prophet of Demolition,xyz,XYZ Monster,Zombie,2,EARTH,1.14,0.43,62
Number 46: Dragluon,xyz,XYZ Monster,Dragon,8,LIGHT,10.41,6.88,68
Number 47: Nightmare Shark,xyz,XYZ Monster,Sea Serpent,3,WATER,1.32,0.56,67
Number 48: Shadow Lich,xyz,XYZ Monster,Zombie,3,DARK,0.20,0.30,59
Number 50: Blackship of Corn,xyz,XYZ Monster,Plant,4,DARK,1.61,1.16,58
Number 51: Finisher the Strong Arm,xyz,XYZ Monster,Rock,3,EARTH,0.14,0.18,62
Number 52: Diamond Crab King,xyz,XYZ Monster,Rock,4,EARTH,7.59,3.59,90
Number 53: Heart-eartH,xyz,XYZ Monster,Fiend,5,DARK,0.22,1.91,102
Number 54: Lion Heart,xyz,XYZ Monster,Warrior,1,EARTH,3.11,4.98,74
Number 55: Gogogo Goliath,xyz,XYZ Monster,Rock,4,EARTH,0.28,0.34,51
Number 56: Gold Rat,xyz,XYZ Monster,Beast,1,LIGHT,0.86,0.27,29
Number 58: Burner Visor,xyz,XYZ Monster,Pyro,4,FIRE,0.18,0.24,63
Number 59: Crooked Cook,xyz,XYZ Monster,Warrior,4,FIRE,0.25,0.85,70
Number 6: Chronomaly Atlandis,xyz,XYZ Monster,Machine,6,LIGHT,1.16,0.71,78
Number 60: Dugares the Timeless,xyz,XYZ Monster,Fiend,4,FIRE,2.37,2.95,90
Number 61: Volcasaurus,xyz,XYZ Monster,Dinosaur,5,FIRE,1.57,1.19,58
Number 62: Galaxy-Eyes Prime Photon Dragon,xyz,XYZ Monster,Dragon,8,LIGHT,1.32,0.46,108
Number 63: Shamoji Soldier,xyz,XYZ Monster,Fairy,1,LIGHT,0.38,0.36,55
Number 64: Ronin Raccoon Sandayu,xyz,XYZ Monster,Beast,2,EARTH,2.08,1.38,68
Number 65: Djinn Buster,xyz,XYZ Monster,Fiend,2,DARK,0.18,0.16,40
Number 66: Master Key Beetle,xyz,XYZ Monster,Insect,4,DARK,0.29,0.24,63
Number 67: Pair-a-Dice Smasher,xyz,XYZ Monster,Fairy,5,LIGHT,1.35,1.22,74
Number 68: Sanaphond the Sky Prison,xyz,XYZ Monster,Rock,8,DARK,0.18,0.15,52
Number 69: Heraldry Crest,xyz,XYZ Monster,Psychic,4,LIGHT,0.79,0.46,64
Number 7: Lucky Straight,xyz,XYZ Monster,Fairy,7,LIGHT,11.51,2.81,79
Number 70: Malevolent Sin,xyz,XYZ Monster,Insect,4,DARK,1.35,0.94,59
Number 71: Rebarian Shark,xyz,XYZ Monster,Dragon,3,WATER,0.06,0.09,67
Number 72: Shogi Rook,xyz,XYZ Monster,Beast-Warrior,6,EARTH,0.05,0.09,49
Number 73: Abyss Splash,xyz,XYZ Monster,Warrior,5,WATER,0.22,0.19,45
Number 74: Master of Blades,xyz,XYZ Monster,Psychic,7,EARTH,0.23,0.20,48
Number 75: Bamboozling Gossip Shadow,xyz,XYZ Monster,Spellcaster,3,WIND,1.31,0.92,71
Number 76: Harmonizer Gradielle,xyz,XYZ Monster,Fairy,7,LIGHT,1.75,9.44,88
Number 77: The Seven Sins,xyz,XYZ Monster,Fiend,12,DARK,10.99,9.46,113
Number 78: Number Archive,xyz,XYZ Monster,Spellcaster,1,LIGHT,0.30,0.23,102
Number 79: Battlin' Boxer Nova Kaiser,xyz,XYZ Monster,Warrior,4,FIRE,0.06,0.08,89
Number 8: Heraldic King Genom-Heritage,xyz,XYZ Monster,Psychic,4,LIGHT,6.96,1.74,59
Number 80: Rhapsody in Berserk,xyz,XYZ Monster,Fiend,4,DARK,0.89,0.59,61
Number 81: Superdreadnought Rail Cannon Super Dora,xyz,XYZ Monster,Machine,10,EARTH,0.16,0.16,41
Number 82: Heartlandraco,xyz,XYZ Monster,Dragon,4,EARTH,0.81,1.45,43
Number 83: Galaxy Queen,xyz,XYZ Monster,Spellcaster,1,DARK,1.74,0.61,47
Number 84: Pain Gainer,xyz,XYZ Monster,Insect,11,DARK,4.77,4.32,116
Number 85: Crazy Box,xyz,XYZ Monster,Fiend,4,DARK,1.24,2.18,71
Number 86: Heroic Champion - Rhongomyniad,xyz,XYZ Monster,Warrior,4,DARK,0.38,0.46,78
Number 87: Queen of the Night,xyz,XYZ Monster,Plant,8,WATER,0.15,0.15,77
Number 88: Gimmick Puppet of Leo,xyz,XYZ Monster,Machine,8,DARK,4.46,0.54,63
Number 89: Diablosis the Mind Hacker,xyz,XYZ Monster,Psychic,7,DARK,0.98,0.72,110
Number 9: Dyson Sphere,xyz,XYZ Monster,Machine,9,LIGHT,0.09,0.12,103
Number 90: Galaxy-Eyes Photon Lord,xyz,XYZ Monster,Warrior,8,LIGHT,36.60,58.75,105
Number 91: Thunder Spark Dragon,xyz,XYZ Monster,Dragon,4,LIGHT,7.94,3.58,44
Number 92: Heart-eartH Dragon,xyz,XYZ Monster,Dragon,9,DARK,2.49,2.09,90
Number 93: Utopia Kaiser,xyz,XYZ Monster,Warrior,12,LIGHT,0.30,0.18,106
Number 94: Crystalzero,xyz,XYZ Monster,Warrior,5,WATER,0.45,0.30,39
Number 95: Galaxy-Eyes Dark Matter Dragon,xyz,XYZ Monster,Dragon,9,DARK,6.71,2.42,101
Number 96: Dark Mist,xyz,XYZ Monster,Fiend,2,DARK,0.10,0.05,51
Number 97: Draglubion,xyz,XYZ Monster,Dragon,8,DARK,0.82,0.59,88
Number 98: Antitopian,xyz,XYZ Monster,Warrior,4,DARK,0.23,0.25,80
Number 99: Utopia Dragonar,xyz,XYZ Monster,Warrior,12,LIGHT,0.62,0.32,98
Number 99: Utopic Dragon,xyz,XYZ Monster,Dragon,10,LIGHT,8.62,4.16,98
Number C1: Numeron Chaos Gate Sunya,xyz,XYZ Monster,Machine,2,DARK,0.26,0.15,84
Number C1000: Numerounius,xyz,XYZ Monster,Fiend,12,LIGHT,0.38,0.25,106
Number C101: Silent Honor DARK,xyz,XYZ Monster,Aqua,5,WATER,0.07,0.04,96
Number C102: Archfiend Seraph,xyz,XYZ Monster,Fairy,5,LIGHT,1.42,0.40,89
Number C103: Ragnafinity,xyz,XYZ Monster,Fairy,5,WATER,0.58,0.54,90
Number C104: Umbral Horror Masquerade,xyz,XYZ Monster,Spellcaster,5,DARK,4.11,1.81,93
Number C105: Battlin' Boxer Comet Cestus,xyz,XYZ Monster,Warrior,5,FIRE,0.07,0.08,90
Number C106: Giant Red Hand,xyz,XYZ Monster,Rock,5,EARTH,0.18,0.22,66
Number C107: Neo Galaxy-Eyes Tachyon Dragon,xyz,XYZ Monster,Dragon,9,LIGHT,0.33,0.52,84
Number C15: Gimmick Puppet Giant Hunter,xyz,XYZ Monster,Machine,9,DARK,0.21,0.18,44
Number C32: Shark Drake Veiss,xyz,XYZ Monster,Sea Serpent,4,WATER,0.20,0.13,85
Number C39: Utopia Ray,xyz,XYZ Monster,Warrior,4,LIGHT,0.10,0.08,78
Number C39: Utopia Ray V,xyz,XYZ Monster,Warrior,5,LIGHT,0.09,0.20,96
Number C39: Utopia Ray Victory,xyz,XYZ Monster,Warrior,5,LIGHT,5.00,5.27,86
Number C40: Gimmick Puppet of Dark Strings,xyz,XYZ Monster,Machine,9,DARK,2.11,0.17,69
Number C5: Chaos Chimera Dragon,xyz,XYZ Monster,Dragon,6,DARK,0.20,0.18,94
Number C6: Chronomaly Chaos Atlandis,xyz,XYZ Monster,Machine,7,LIGHT,2.61,1.04,97
Number C62: Neo Galaxy-Eyes Prime Photon Dragon,xyz,XYZ Monster,Dragon,8,LIGHT,3.27,2.70,91
Number C73: Abyss Supra Splash,xyz,XYZ Monster,Warrior,6,WATER,0.14,0.19,77
Number C79: Battlin' Boxer General Kaiser,xyz,XYZ Monster,Warrior,5,FIRE,0.35,0.31,111
Number C80: Requiem in Berserk,xyz,XYZ Monster,Fiend,5,DARK,0.46,0.25,76
Number C88: Gimmick Puppet Disaster Leo,xyz,XYZ Monster,Machine,9,DARK,0.11,0.14,78
Number C9: Chaos Dyson Sphere,xyz,XYZ Monster,Machine,10,LIGHT,3.36,1.99,89
Number C92: Heart-eartH Chaos Dragon,xyz,XYZ Monster,Dragon,10,DARK,0.23,0.30,83
Number C96: Dark Storm,xyz,XYZ Monster,Fiend,3,DARK,2.05,0.57,99
Number F0: Utopic Draco Future,xyz,XYZ Monster,Warrior,0,LIGHT,10.84,9.34,95
Number F0: Utopic Future,xyz,XYZ Monster,Warrior,0,LIGHT,0.17,0.17,88
Number F0: Utopic Future Slash,xyz,XYZ Monster,Warrior,0,LIGHT,0.70,0.39,86
Number iC1000: Numerounius Numerounia,xyz,XYZ Monster,Fiend,13,LIGHT,0.48,0.21,102
Number S0: Utopic ZEXAL,xyz,XYZ Monster,Warrior,0,LIGHT,1.26,0.36,104
Number S39: Utopia Prime,xyz,XYZ Monster,Warrior,4,LIGHT,2.61,1.05,95
Number S39: Utopia the Lightning,xyz,XYZ Monster,Warrior,5,LIGHT,0.82,0.65,99
Number XX: Utopic Dark Infinity,xyz,XYZ Monster,Warrior,10,DARK,0.18,0.20,70
Numbing Grub in the Ice Barrier,effect,Effect Monster,Insect,4,WATER,0.22,0.26,28
Numen erat Testudo,effect,Effect Monster,Aqua,5,WATER,0.55,0.26,11
Numeral Hunter,effect,Effect Monster,Warrior,4,LIGHT,0.50,0.36,44
Numeron Wall,effect,Effect Monster,Fiend,1,DARK,0.19,0.12,71
"Nunu, the Ogdoadic Remnant",effect,Effect Monster,Reptile,4,LIGHT,0.41,0.36,82
Nurse Dragonmaid,effect,Effect Monster,Dragon,2,EARTH,1.13,1.98,70
Nuvia the Wicked,effect,Effect Monster,Fiend,4,DARK,0.33,0.19,34
Oafdragon Magician,effect_pendulum,Pendulum Effect Monster,Spellcaster,6,WIND,0.72,0.71,92
Obelisk the Tormentor,effect,Effect Monster,Divine-Beast,10,DIVINE,0.35,0.48,76
Obese Marmot of Nefariousness,normal,Normal Monster,Beast,3,EARTH,46.19,33.99,11
Obnoxious Celtic Guard,effect,Effect Monster,Warrior,4,EARTH,0.10,0.57,14
"Oboro-Guruma, the Wheeled Mayakashi",synchro,Synchro Monster,Zombie,3,EARTH,3.53,1.69,103
Obsessive Uvualoop,effect,Tuner Monster,Fiend,4,EARTH,0.11,0.20,72
Obsidian Dragon,effect,Effect Monster,Rock,4,DARK,0.11,0.14,20
Ocean Dragon Lord - Kairyu-Shin,effect,Effect Monster,Sea Serpent,5,WATER,1.05,1.00,72
Ocean Dragon Lord - Neo-Daedalus,effect,Effect Monster,Sea Serpent,8,WATER,1.89,1.16,48
Ocean's Keeper,effect,Effect Monster,Fish,3,WATER,0.16,0.20,51
Octoberser,normal,Normal Monster,Aqua,5,WATER,0.16,0.05,20
Ocubeam,normal,Normal Monster,Fairy,5,LIGHT,0.63,0.09,17
Odd-Eyes Absolute Dragon,xyz,XYZ Monster,Dragon,7,WATER,0.33,0.73,73
Odd-Eyes Advance Dragon,effect,Effect Monster,Dragon,8,DARK,0.26,0.54,86
Odd-Eyes Arc Pendulum Dragon,normal_pendulum,Pendulum Normal Monster,Dragon,7,DARK,5.31,8.15,67
Odd-Eyes Arcray Dragon,fusion_pendulum,Pendulum Effect Fusion Monster,Dragon,12,LIGHT,0.25,0.74,156
Odd-Eyes Dragon,effect,Effect Monster,Dragon,7,DARK,0.16,0.29,32
Odd-Eyes Gravity Dragon,ritual,Ritual Effect Monster,Dragon,7,EARTH,0.16,0.55,64
Odd-Eyes Lancer Dragon,effect,Effect Monster,Dragon,8,LIGHT,0.32,0.34,72
Odd-Eyes Meteorburst Dragon,synchro,Synchro Monster,Dragon,7,FIRE,0.21,0.39,61
Odd-Eyes Mirage Dragon,effect_pendulum,Pendulum Effect Monster,Dragon,3,DARK,0.13,0.17,107
Odd-Eyes Pendulum Dragon,effect_pendulum,Pendulum Effect Monster,Dragon,7,DARK,0.10,0.17,87
Odd-Eyes Pendulumgraph Dragon,ritual_pendulum,Pendulum Effect Ritual Monster,Dragon,7,LIGHT,0.27,0.73,136
Odd-Eyes Persona Dragon,effect_pendulum,Pendulum Effect Monster,Dragon,5,DARK,0.11,0.21,104
Odd-Eyes Phantasma Dragon,effect_pendulum,Pendulum Effect Monster,Dragon,8,DARK,0.22,0.21,122
Odd-Eyes Phantom Dragon,effect_pendulum,Pendulum Effect Monster,Dragon,7,DARK,0.24,0.83,105
Odd-Eyes Raging Dragon,xyz_pendulum,XYZ Pendulum Effect Monster,Dragon,7,DARK,0.99,0.98,139
Odd-Eyes Rebellion Dragon,xyz_pendulum,XYZ Pendulum Effect Monster,Dragon,7,DARK,0.18,0.19,149
Odd-Eyes Rebellion Dragon Overlord,xyz_pendulum,XYZ Pendulum Effect Monster,Dragon,7,DARK,0.26,0.60,160
Odd-Eyes Rebellion Xyz Dragon,xyz_pendulum,XYZ Pendulum Effect Monster,Dragon,7,DARK,0.21,0.28,143
Odd-Eyes Revolution Dragon,effect_pendulum,Pendulum Effect Monster,Dragon,12,LIGHT,2.50,1.69,130
